,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1456,0,0,1,0,16,1,1,0,1,0,0,1,1,1,1281,3250,1,0,1,0,1,0,0,0,0,1,0
4287,0,1,1,0,66,1,1,0,0,1,1,1,1,1,1394,6190,1,0,1,0,0,1,0,0,1,0,0
238,0,1,0,0,11,1,0,0,1,0,0,1,1,1,1188,2650,1,0,1,0,1,0,0,0,0,1,0
92,1,0,1,1,66,1,1,1,0,1,1,1,1,1,975,5706,0,1,0,0,0,0,1,0,0,0,1
2687,1,0,0,0,28,1,0,0,0,1,1,0,1,0,1113,4137,0,0,1,0,1,0,0,0,0,1,0
6256,0,0,0,0,1,0,0,0,0,0,0,0,1,0,190,93,1,1,0,0,1,0,0,0,0,0,1
6115,0,0,1,1,72,1,0,1,1,1,1,1,1,1,1459,6419,0,0,1,0,0,0,1,0,1,0,0
5515,0,0,1,1,18,1,0,0,0,0,0,0,0,0,16,1167,0,0,0,1,0,0,1,0,0,0,1
4304,0,0,1,0,49,1,0,0,0,0,0,0,0,0,9,2338,0,0,0,1,0,1,0,0,1,0,0
5187,0,1,0,0,41,1,1,0,1,1,0,1,1,1,1363,4967,0,0,1,0,1,0,0,0,0,1,0
4417,1,0,0,1,1,1,0,0,0,0,0,0,0,1,724,306,1,0,1,0,1,0,0,0,0,0,1
1001,1,1,1,0,27,1,1,0,0,0,0,0,0,1,817,3627,1,0,1,0,1,0,0,0,0,1,0
3857,1,0,0,0,5,1,0,0,0,0,0,0,0,0,42,477,0,0,0,1,1,0,0,1,0,0,0
6750,1,0,0,0,43,0,0,1,0,1,0,0,0,1,193,3171,0,1,0,0,0,1,0,0,1,0,0
2377,1,0,0,1,47,1,0,1,1,0,0,0,0,1,465,4155,0,1,0,0,1,0,0,0,0,1,0
3758,0,0,0,0,1,1,0,1,0,0,0,0,0,0,367,183,0,1,0,0,1,0,0,1,0,0,0
3532,0,0,0,0,15,1,0,0,0,1,0,0,1,1,532,2296,1,1,0,0,1,0,0,0,0,1,0
3554,0,0,0,1,7,1,0,0,0,0,0,0,0,1,736,1549,0,0,1,0,1,0,0,0,0,1,0
1532,1,0,0,0,14,1,0,0,0,0,0,0,0,0,21,1141,0,0,0,1,1,0,0,0,1,0,0
2410,0,0,1,0,43,1,1,0,1,0,0,0,0,0,909,4577,0,0,1,0,1,0,0,0,0,1,0
4254,1,0,1,0,29,1,1,1,1,0,0,0,0,1,984,4036,1,0,1,0,1,0,0,0,0,1,0
411,0,0,1,0,46,1,1,0,0,0,0,0,0,1,81,2567,0,0,0,1,0,1,0,1,0,0,0
3296,0,0,0,0,24,1,0,0,0,1,0,0,0,1,362,2812,0,1,0,0,1,0,0,0,1,0,0
6757,1,0,1,1,51,0,0,1,1,1,0,1,1,0,530,4358,1,1,0,0,0,1,0,0,0,1,0
6503,1,0,1,1,70,0,0,0,1,1,1,1,1,0,550,4974,0,1,0,0,0,1,0,0,0,1,0
5171,0,0,1,0,12,1,0,0,0,0,0,0,0,0,323,1617,0,1,0,0,1,0,0,1,0,0,0
5866,1,0,0,0,3,1,0,0,0,0,0,0,0,1,22,274,0,0,0,1,1,0,0,0,0,0,1
3322,0,1,0,0,9,1,1,0,0,0,0,0,1,1,984,2076,1,0,1,0,1,0,0,0,0,1,0
3231,0,0,0,0,15,1,0,1,1,1,1,1,1,0,984,2900,0,1,0,0,1,0,0,0,0,0,1
6423,0,0,1,1,72,1,1,0,0,0,0,0,0,0,77,3512,0,0,0,1,0,0,1,0,1,0,0
5361,0,0,0,1,4,1,0,0,0,0,0,0,0,1,37,426,0,0,0,1,0,1,0,0,0,0,1
4397,0,0,1,0,72,1,1,1,1,1,1,1,0,1,1354,6356,0,0,1,0,0,0,1,1,0,0,0
633,1,0,0,0,10,1,0,0,0,0,0,0,0,0,36,772,0,0,0,1,0,1,0,0,0,0,1
498,0,1,0,0,5,0,0,0,1,0,0,0,0,0,124,605,1,1,0,0,1,0,0,0,0,1,0
2463,1,0,1,0,8,1,1,0,0,0,0,0,1,1,1008,1896,0,0,1,0,1,0,0,1,0,0,0
3792,0,1,0,0,26,1,0,0,0,0,0,1,1,1,1118,3960,1,0,1,0,1,0,0,0,0,1,0
637,0,0,1,0,68,1,1,1,1,1,1,0,0,0,733,5356,0,1,0,0,0,0,1,0,1,0,0
720,1,0,1,1,2,1,0,0,0,0,0,0,0,0,33,90,0,0,0,1,0,1,0,0,0,0,1
288,1,1,0,0,8,1,0,0,1,0,0,0,0,1,797,1809,1,0,1,0,1,0,0,0,0,1,0
757,0,0,0,0,3,1,0,0,0,0,0,0,0,0,26,236,0,0,0,1,1,0,0,0,0,0,1
2543,1,0,0,0,13,1,1,1,0,0,0,1,1,0,1245,2807,1,0,1,0,1,0,0,0,0,0,1
4762,1,1,0,0,34,1,0,0,0,0,0,0,0,0,698,3907,0,0,1,0,1,0,0,0,1,0,0
4162,0,0,1,1,72,0,0,1,1,1,1,1,1,0,642,5186,0,1,0,0,0,0,1,1,0,0,0
4207,1,0,0,0,21,0,0,1,0,0,1,1,0,1,276,2480,0,1,0,0,1,0,0,0,0,0,1
4058,0,0,1,1,40,1,1,0,0,1,1,0,0,1,992,4530,1,0,1,0,1,0,0,0,0,1,0
596,1,0,0,0,16,0,0,1,1,1,1,1,0,0,456,2332,0,1,0,0,0,0,1,0,0,0,1
5465,0,0,0,0,26,1,0,0,1,1,0,0,0,1,480,3268,0,1,0,0,0,1,0,0,0,0,1
1068,1,0,1,0,49,1,1,0,1,0,0,1,1,1,1262,5312,1,0,1,0,1,0,0,1,0,0,0
1942,1,0,0,0,46,1,0,0,0,0,0,0,0,0,13,2319,0,0,0,1,0,0,1,0,1,0,0
1647,1,0,1,1,11,1,0,0,0,0,0,1,0,1,890,2266,1,0,1,0,1,0,0,1,0,0,0
3378,1,0,1,0,72,1,0,1,1,1,1,1,1,0,984,5852,0,1,0,0,0,0,1,0,0,0,1
1700,1,0,0,0,47,1,0,0,0,0,0,0,0,0,38,2384,0,0,0,1,0,0,1,1,0,0,0
5646,1,0,0,1,1,1,0,0,0,0,0,0,0,0,14,9,1,0,0,1,1,0,0,0,0,0,1
4159,0,1,0,0,59,1,1,1,1,1,0,0,0,1,1088,5602,0,0,1,0,1,0,0,0,0,1,0
2697,0,0,1,0,71,1,1,1,1,1,1,1,1,0,1052,5980,0,1,0,0,0,0,1,1,0,0,0
4373,0,0,1,1,25,1,0,0,0,0,0,0,0,0,30,1638,0,0,0,1,0,1,0,0,0,0,1
3966,1,0,1,1,72,1,1,1,1,0,1,1,1,1,1427,6433,0,0,1,0,0,0,1,0,1,0,0
6854,1,0,0,0,2,1,0,0,0,0,0,0,0,0,29,85,0,0,0,1,1,0,0,0,0,0,1
86,0,0,1,0,35,1,0,1,0,0,0,1,0,1,583,3869,0,1,0,0,0,1,0,1,0,0,0
2308,1,0,1,1,71,1,0,1,1,1,0,1,1,1,1368,6285,0,0,1,0,0,1,0,1,0,0,0
4741,0,1,1,0,15,1,0,0,1,0,0,1,1,1,1181,2896,0,0,1,0,1,0,0,0,0,1,0
3827,0,0,0,0,2,1,0,0,0,0,0,0,0,0,38,91,0,0,0,1,0,1,0,0,0,0,1
2847,0,0,1,0,26,1,1,0,1,0,0,0,0,0,886,3723,0,0,1,0,1,0,0,1,0,0,0
1029,0,1,1,1,3,1,0,1,0,0,1,1,0,1,1059,1077,1,0,1,0,1,0,0,0,0,0,1
3656,1,1,1,0,49,1,0,0,1,0,0,0,0,0,372,3985,0,1,0,0,0,0,1,0,0,0,1
3786,1,0,1,1,27,1,1,0,0,0,0,0,0,1,822,3655,0,0,1,0,1,0,0,1,0,0,0
2144,1,0,0,0,3,1,0,0,0,0,1,0,0,1,386,664,0,1,0,0,1,0,0,0,0,0,1
6573,0,0,1,1,45,0,0,0,1,1,1,0,1,0,396,3899,0,1,0,0,0,1,0,1,0,0,0
1200,1,0,0,0,37,1,1,0,1,0,1,1,1,1,1365,4775,0,0,1,0,0,1,0,0,1,0,0
2025,0,0,1,1,72,1,1,1,1,1,1,1,1,1,1571,6521,0,0,1,0,0,0,1,1,0,0,0
621,0,0,0,0,62,1,1,1,1,1,0,0,0,1,1133,5730,0,0,1,0,0,1,0,0,0,1,0
6402,0,0,1,1,54,1,1,0,1,1,0,0,0,1,539,4501,0,1,0,0,0,0,1,1,0,0,0
566,1,0,1,1,15,1,0,1,0,0,1,1,1,0,1317,3384,0,0,1,0,0,1,0,0,0,1,0
1837,1,0,0,0,1,1,0,0,0,0,0,0,0,0,30,24,1,0,0,1,1,0,0,1,0,0,0
1334,0,1,0,0,1,0,0,0,0,0,0,0,0,1,96,62,1,1,0,0,1,0,0,0,0,1,0
5690,1,0,0,0,72,0,0,1,0,1,1,1,1,1,567,5096,0,1,0,0,0,0,1,0,1,0,0
6697,0,0,0,0,30,1,1,1,0,1,0,1,1,1,886,4008,0,1,0,0,0,1,0,0,1,0,0
2099,0,0,1,0,40,1,1,0,0,0,1,0,0,1,877,4433,0,0,1,0,1,0,0,0,1,0,0
6695,0,0,1,1,71,1,1,1,1,1,1,0,0,0,737,5492,0,1,0,0,0,0,1,0,0,0,1
2644,1,0,0,0,18,0,0,0,1,1,0,0,0,1,168,1794,1,1,0,0,1,0,0,0,1,0,0
5501,1,0,0,0,17,0,0,0,0,0,0,0,0,0,94,1341,0,1,0,0,1,0,0,0,1,0,0
1688,0,0,0,0,40,1,0,0,0,0,0,0,0,0,32,2145,0,0,0,1,0,0,1,0,0,0,1
745,0,1,1,0,72,1,1,0,1,1,1,1,1,1,1484,6427,0,0,1,0,0,0,1,0,1,0,0
5398,1,0,0,0,2,1,0,0,0,0,0,0,0,0,24,112,0,0,0,1,1,0,0,0,0,0,1
2820,1,0,0,0,53,1,1,0,0,0,0,0,0,0,73,2923,0,0,0,1,0,1,0,1,0,0,0
2187,1,0,1,0,71,1,1,1,1,1,1,1,1,1,1562,6526,0,0,1,0,0,0,1,0,0,1,0
195,0,0,1,0,20,1,0,1,1,0,1,1,0,1,1218,3634,0,0,1,0,1,0,0,0,0,1,0
1152,1,0,0,0,7,1,0,0,0,0,0,1,0,0,456,1320,0,1,0,0,1,0,0,0,0,0,1
2650,0,0,0,0,15,1,1,1,0,1,0,0,0,1,982,2924,0,0,1,0,1,0,0,0,1,0,0
4633,0,0,1,1,72,1,1,0,0,0,0,0,0,1,73,3422,0,0,0,1,0,0,1,1,0,0,0
802,1,0,1,1,39,1,1,0,0,0,0,0,0,1,68,2315,0,0,0,1,0,0,1,0,0,0,1
4303,0,0,1,0,45,1,1,0,0,0,0,0,0,0,102,2652,0,0,0,1,0,0,1,0,0,0,1
2350,0,0,0,0,5,1,1,0,0,0,0,1,0,1,975,1445,0,0,1,0,1,0,0,0,0,1,0
6662,0,0,0,0,47,0,0,1,1,0,1,0,0,0,237,3530,0,1,0,0,0,1,0,0,1,0,0
5661,1,0,0,0,4,1,0,0,0,0,0,0,0,1,26,264,0,0,0,1,1,0,0,0,0,1,0
2068,1,0,0,0,47,1,1,1,1,0,1,1,0,0,1296,5223,0,0,1,0,1,0,0,0,0,0,1
5434,1,0,0,1,33,1,1,1,0,1,0,0,1,1,1194,4523,0,0,1,0,1,0,0,1,0,0,0
644,0,0,1,1,15,1,1,0,0,0,0,0,0,1,97,1368,0,0,0,1,1,0,0,0,0,1,0
6222,1,0,0,0,66,1,1,0,1,0,0,0,1,0,1081,5828,0,0,1,0,1,0,0,0,1,0,0
5272,0,0,0,0,6,1,1,0,1,0,0,1,0,1,1095,1643,1,0,1,0,1,0,0,0,0,1,0
3892,0,0,0,0,17,1,0,0,0,0,0,0,0,0,23,1249,0,0,0,1,1,0,0,0,1,0,0
4884,0,0,1,1,41,1,0,0,0,1,0,1,1,1,1186,4810,0,0,1,0,1,0,0,1,0,0,0
120,0,0,1,1,56,1,1,0,0,1,0,1,1,1,1277,5613,0,0,1,0,0,1,0,0,1,0,0
1777,0,0,0,0,28,1,1,0,0,0,1,0,0,1,457,3214,0,1,0,0,1,0,0,0,1,0,0
6661,0,0,1,1,72,0,0,0,1,0,1,1,1,0,432,4780,0,1,0,0,0,0,1,0,1,0,0
5656,1,0,0,0,1,1,0,1,0,0,0,0,0,0,371,186,0,1,0,0,1,0,0,0,0,1,0
2135,0,0,0,0,56,1,1,1,1,0,0,1,1,1,1407,5786,0,0,1,0,1,0,0,0,1,0,0
3951,1,0,1,0,70,1,1,1,1,1,1,1,0,0,883,5619,0,1,0,0,0,0,1,0,0,0,1
5768,1,0,1,0,44,1,0,0,0,0,0,1,1,1,1106,4882,0,0,1,0,0,1,0,1,0,0,0
134,1,0,0,0,2,1,0,0,0,0,0,0,0,0,292,409,1,1,0,0,1,0,0,0,0,1,0
6216,1,0,1,1,58,1,1,1,1,1,1,0,0,0,746,5017,0,1,0,0,0,0,1,0,1,0,0
6617,0,0,0,0,48,1,1,1,1,1,0,1,1,1,964,4835,0,1,0,0,0,1,0,0,1,0,0
3095,1,0,0,0,11,1,0,0,0,1,0,0,1,0,991,2289,0,0,1,0,1,0,0,0,0,1,0
2559,1,0,1,0,72,1,1,1,1,1,1,1,1,1,1551,6514,0,0,1,0,0,0,1,0,0,1,0
62,1,0,1,0,72,0,0,1,1,1,0,0,0,0,265,4324,0,1,0,0,0,0,1,1,0,0,0
4587,0,0,1,0,26,1,0,0,0,0,1,0,1,0,1013,3848,0,0,1,0,1,0,0,0,1,0,0
6129,1,0,1,0,52,0,0,1,0,0,0,0,1,1,240,3729,0,1,0,0,1,0,0,0,0,1,0
3487,0,0,1,1,52,1,0,0,0,0,0,0,0,0,31,2588,0,0,0,1,0,0,1,1,0,0,0
3358,1,0,0,0,27,1,0,1,0,0,1,0,0,0,428,3166,0,1,0,0,1,0,0,0,0,0,1
3771,1,0,0,0,1,1,0,0,0,0,0,1,0,1,881,379,1,0,1,0,1,0,0,0,0,1,0
679,1,0,1,0,45,1,1,0,1,0,0,0,0,0,928,4773,0,0,1,0,1,0,0,1,0,0,0
4486,0,0,0,0,61,1,1,0,0,1,0,0,1,0,1077,5606,0,0,1,0,1,0,0,0,0,0,1
741,0,0,0,0,2,1,0,1,0,1,0,0,0,1,909,621,0,0,1,0,1,0,0,0,0,1,0
1211,0,0,1,1,11,1,1,0,0,0,1,0,1,1,654,2038,1,1,0,0,1,0,0,0,0,1,0
2170,0,0,0,0,21,1,0,1,0,1,1,0,0,1,548,2851,0,1,0,0,0,1,0,0,0,1,0
3689,0,1,0,0,1,1,0,0,0,0,0,0,0,1,738,318,1,0,1,0,1,0,0,0,0,1,0
6215,0,1,0,0,6,1,1,0,1,0,0,1,1,1,1247,1723,1,0,1,0,1,0,0,0,0,1,0
567,1,0,1,0,71,1,1,1,1,0,1,1,0,0,777,5548,0,1,0,0,0,0,1,0,1,0,0
1873,0,0,1,1,72,1,0,1,1,1,0,1,0,1,728,5404,0,1,0,0,0,0,1,0,1,0,0
4295,1,1,1,0,67,1,0,1,1,0,1,0,0,1,562,4959,0,1,0,0,0,1,0,1,0,0,0
2596,0,0,1,1,21,1,0,0,1,0,0,1,0,1,521,2784,0,1,0,0,0,1,0,0,1,0,0
1717,1,0,1,0,72,1,0,0,0,0,0,0,0,0,23,3103,0,0,0,1,0,0,1,0,1,0,0
1392,1,0,1,1,33,1,0,0,0,0,0,0,0,0,31,1836,0,0,0,1,0,1,0,0,1,0,0
5282,0,0,1,0,3,1,1,0,0,0,0,1,1,1,1192,1115,1,0,1,0,1,0,0,0,0,1,0
3544,1,0,1,0,31,1,1,0,1,1,0,1,0,0,1164,4363,1,0,1,0,1,0,0,0,0,1,0
3613,1,1,0,0,55,0,0,0,0,1,0,1,1,1,377,4205,0,1,0,0,0,1,0,1,0,0,0
489,1,0,0,1,1,1,1,0,0,0,0,0,0,1,794,340,1,0,1,0,1,0,0,0,0,1,0
4022,0,0,0,0,10,1,0,0,0,0,0,0,0,0,6,725,0,0,0,1,1,0,0,0,0,0,1
690,1,0,0,0,1,1,0,0,0,0,0,0,0,1,38,32,0,0,0,1,1,0,0,0,0,0,1
5019,1,1,0,0,14,1,1,0,0,0,0,1,1,1,1200,2881,0,0,1,0,1,0,0,0,0,1,0
602,0,0,1,1,66,1,1,0,0,0,0,0,0,1,792,5317,0,0,1,0,0,1,0,1,0,0,0
1911,0,0,1,1,72,1,1,1,1,1,1,1,0,0,1397,6374,0,0,1,0,0,0,1,0,1,0,0
7040,0,0,1,1,11,0,0,1,0,0,0,0,0,1,137,1266,0,1,0,0,1,0,0,0,0,1,0
4525,1,0,0,0,32,1,0,1,1,1,0,0,1,1,1156,4338,0,0,1,0,1,0,0,0,1,0,0
6365,1,1,1,0,7,1,1,0,0,1,0,1,1,1,1318,1974,1,0,1,0,1,0,0,0,0,1,0
5829,1,0,1,1,31,0,0,1,0,1,1,1,1,0,542,3580,0,1,0,0,0,1,0,0,0,1,0
3235,0,0,0,0,61,0,0,1,1,1,1,0,0,0,279,4184,0,1,0,0,0,1,0,0,1,0,0
2366,0,1,0,0,1,1,0,0,0,0,0,0,0,1,718,300,1,0,1,0,1,0,0,0,0,1,0
1187,0,1,0,0,71,1,1,0,0,1,0,1,1,0,1356,6319,0,0,1,0,0,0,1,1,0,0,0
274,1,0,0,0,1,1,0,0,0,0,0,0,0,0,727,309,1,0,1,0,1,0,0,0,0,0,1
3978,1,0,0,0,3,1,0,0,0,0,0,1,1,0,1107,964,0,0,1,0,1,0,0,0,0,0,1
1361,1,0,0,0,4,1,1,0,1,0,0,0,0,0,869,1220,1,0,1,0,1,0,0,0,0,1,0
6271,1,1,1,0,27,1,1,1,0,1,0,0,0,1,1013,3871,0,0,1,0,0,1,0,0,0,1,0
1526,0,0,0,0,3,1,0,0,1,0,0,1,1,0,1196,1116,0,0,1,0,1,0,0,0,0,1,0
3312,1,0,0,0,1,1,0,0,0,0,0,0,0,0,35,29,0,0,0,1,1,0,0,0,0,0,1
3023,1,0,1,1,72,1,1,1,1,1,1,1,1,0,1087,5971,0,1,0,0,0,0,1,0,1,0,0
6941,0,0,1,1,61,0,0,1,1,0,1,0,1,1,390,4406,0,1,0,0,0,1,0,1,0,0,0
4246,1,0,1,1,68,1,1,1,1,1,0,1,1,1,1473,6328,0,0,1,0,0,0,1,0,0,1,0
4617,0,0,0,0,2,1,0,0,0,0,0,0,0,1,43,115,0,0,0,1,1,0,0,1,0,0,0
6619,0,0,0,0,9,1,0,0,0,0,0,0,0,0,32,969,0,0,0,1,1,0,0,1,0,0,0
1337,1,0,0,0,31,1,0,0,0,0,0,0,0,0,37,1817,0,0,0,1,0,0,1,1,0,0,0
945,0,0,0,0,3,1,1,0,0,0,0,0,0,0,795,883,1,0,1,0,1,0,0,1,0,0,0
6787,1,0,1,1,35,1,1,0,1,1,1,1,1,1,1468,4779,0,0,1,0,1,0,0,0,0,1,0
2250,0,0,0,0,15,1,0,0,0,0,0,0,0,0,31,1148,0,0,0,1,0,1,0,0,1,0,0
5783,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1079,450,1,0,1,0,1,0,0,0,0,1,0
3473,1,0,1,0,42,1,1,0,0,1,1,1,1,1,1398,5150,1,0,1,0,1,0,0,1,0,0,0
3044,0,0,0,0,1,1,0,0,0,0,0,0,0,1,313,155,1,1,0,0,1,0,0,0,0,0,1
2346,0,0,1,1,71,1,1,0,1,1,0,0,1,1,1203,6152,0,0,1,0,0,0,1,0,1,0,0
68,0,0,1,1,50,1,0,0,0,0,0,0,0,0,32,2362,0,0,0,1,0,0,1,1,0,0,0
5152,0,0,1,1,55,1,1,0,0,0,0,0,0,1,105,3047,0,0,0,1,0,0,1,0,1,0,0
4996,0,0,0,0,47,1,1,1,1,0,1,0,1,0,788,4635,0,1,0,0,0,0,1,0,0,0,1
1598,1,0,1,0,27,1,0,0,0,0,0,0,0,0,20,1639,0,0,0,1,0,0,1,1,0,0,0
3309,0,0,0,0,25,1,0,0,0,0,0,0,0,0,27,1659,0,0,0,1,0,1,0,0,1,0,0
5059,0,0,0,0,36,1,1,0,1,0,0,1,1,1,1264,4694,1,0,1,0,1,0,0,0,0,1,0
4560,1,0,1,1,9,1,1,0,0,1,0,1,0,1,1100,2084,0,0,1,0,0,1,0,0,0,1,0
1503,0,1,0,0,45,1,1,0,0,1,0,1,1,1,1322,5256,0,0,1,0,0,1,0,1,0,0,0
4365,1,0,1,0,63,1,1,0,0,1,1,1,1,0,896,5421,0,1,0,0,0,0,1,0,1,0,0
150,0,0,1,1,8,1,0,0,0,0,1,1,1,1,686,1731,0,1,0,0,1,0,0,0,0,1,0
4310,1,0,0,0,72,0,0,1,1,1,1,1,1,1,640,5185,0,1,0,0,0,0,1,1,0,0,0
2086,1,0,1,1,17,1,0,0,0,0,0,1,0,0,917,3072,1,0,1,0,1,0,0,0,0,1,0
6417,0,1,1,0,51,1,1,1,0,0,0,0,0,1,852,4788,1,0,1,0,1,0,0,0,0,1,0
2259,0,0,0,0,8,1,0,0,0,0,0,0,0,0,46,719,0,0,0,1,0,0,1,0,0,0,1
3049,0,0,0,0,3,1,0,0,0,0,0,0,0,0,24,242,1,0,0,1,1,0,0,0,0,1,0
5804,0,0,1,1,71,1,1,0,0,0,0,0,0,0,70,3380,0,0,0,1,0,0,1,0,1,0,0
5424,1,1,1,0,65,1,1,1,1,0,0,1,0,1,1145,5822,0,0,1,0,0,0,1,0,1,0,0
6793,1,0,1,1,72,1,1,1,1,1,0,1,1,1,1439,6401,0,0,1,0,0,0,1,0,1,0,0
859,1,0,1,1,72,0,0,1,1,1,1,1,1,1,624,5247,0,1,0,0,0,0,1,0,1,0,0
6196,1,0,0,0,69,1,1,1,1,1,0,1,1,1,1470,6321,0,0,1,0,0,0,1,0,1,0,0
2718,1,0,0,0,62,0,0,1,1,1,1,0,0,1,279,4129,0,1,0,0,0,0,1,1,0,0,0
4490,0,1,1,0,54,1,1,1,1,1,1,1,1,1,1552,6012,0,0,1,0,0,1,0,1,0,0,0
3193,0,0,1,1,3,1,0,0,0,0,0,0,0,0,11,208,0,0,0,1,0,0,1,0,0,0,1
366,1,0,1,0,23,1,0,1,0,0,0,0,1,1,542,3079,0,1,0,0,1,0,0,1,0,0,0
1432,1,0,0,0,35,1,0,0,0,0,0,0,0,0,44,2034,0,0,0,1,1,0,0,1,0,0,0
4923,0,0,0,0,52,1,0,1,0,0,0,0,0,1,371,4075,0,1,0,0,1,0,0,1,0,0,0
1779,0,0,0,0,2,1,0,1,1,0,0,1,0,1,1116,745,0,0,1,0,1,0,0,0,0,1,0
4280,1,0,1,1,64,1,0,0,0,0,0,0,0,1,23,2882,0,0,0,1,0,0,1,1,0,0,0
3258,1,0,0,0,1,0,0,0,0,0,0,0,0,1,80,51,0,1,0,0,1,0,0,0,0,1,0
1818,1,0,1,1,60,1,1,0,0,0,0,0,0,0,794,5121,0,0,1,0,1,0,0,1,0,0,0
6884,1,0,1,0,3,0,0,0,0,0,0,0,1,1,192,507,1,1,0,0,1,0,0,0,0,1,0
841,0,0,1,0,72,1,1,1,0,1,0,1,1,1,1375,6363,0,0,1,0,0,0,1,0,1,0,0
1189,1,0,0,0,3,1,0,0,0,1,0,0,1,0,1009,1024,0,0,1,0,1,0,0,0,1,0,0
175,0,0,1,0,34,1,1,0,0,0,0,0,0,0,86,2106,0,0,0,1,1,0,0,0,0,1,0
3684,1,0,0,0,43,1,1,0,0,0,0,0,0,1,814,4450,0,0,1,0,1,0,0,0,1,0,0
617,0,1,0,0,66,1,1,0,0,1,1,1,1,1,1333,6191,0,0,1,0,0,1,0,0,1,0,0
2093,1,0,0,1,10,1,1,0,0,0,0,0,0,0,88,917,0,0,0,1,1,0,0,0,1,0,0
6535,1,0,0,0,35,1,0,0,1,1,0,1,1,1,1324,4702,1,0,1,0,0,1,0,1,0,0,0
4092,0,0,0,0,1,1,0,0,0,0,0,0,0,1,34,28,0,0,0,1,1,0,0,0,0,0,1
3717,1,0,0,0,29,1,0,0,0,1,0,0,0,0,355,2952,0,1,0,0,1,0,0,1,0,0,0
1030,0,0,1,1,50,1,0,0,0,0,0,0,0,1,710,4668,0,0,1,0,1,0,0,1,0,0,0
3671,0,0,0,0,1,1,1,0,0,0,0,0,0,1,809,349,1,0,1,0,1,0,0,0,0,1,0
300,1,0,0,0,23,1,0,0,0,0,0,1,1,1,626,3221,0,1,0,0,0,1,0,1,0,0,0
1472,1,0,1,1,13,1,1,0,0,0,0,0,0,1,795,2302,1,0,1,0,1,0,0,0,1,0,0
283,0,0,0,0,68,1,1,1,0,0,0,0,0,0,448,4733,0,1,0,0,1,0,0,0,0,0,1
2028,0,0,0,0,15,1,0,0,0,0,0,0,0,0,21,1227,0,0,0,1,0,0,1,0,0,0,1
3491,1,0,1,0,44,1,0,0,1,1,1,1,0,1,734,4504,0,1,0,0,0,1,0,0,0,1,0
6111,0,0,0,0,40,1,1,0,0,0,0,0,1,0,972,4653,0,0,1,0,1,0,0,1,0,0,0
5582,0,0,0,0,48,1,1,0,0,0,0,0,0,0,72,2738,0,0,0,1,0,0,1,0,1,0,0
1813,1,0,0,0,1,1,0,0,0,1,1,1,1,1,817,353,0,1,0,0,1,0,0,0,0,1,0
1271,0,0,0,0,53,0,0,1,1,1,1,1,0,1,431,4282,0,1,0,0,0,1,0,0,0,1,0
2716,0,0,1,0,19,1,0,0,0,0,0,0,0,0,303,2214,0,1,0,0,1,0,0,0,0,0,1
4545,0,0,0,0,1,1,0,0,0,0,0,0,0,0,288,133,0,1,0,0,1,0,0,1,0,0,0
3646,1,0,0,0,39,1,0,0,0,1,1,0,0,0,938,4488,0,0,1,0,0,1,0,0,0,1,0
2313,1,0,1,1,43,1,1,0,0,1,1,1,1,1,1361,5120,0,0,1,0,0,1,0,0,1,0,0
2008,0,0,0,1,4,1,1,0,0,1,1,0,0,1,1037,1253,1,0,1,0,1,0,0,0,0,0,1
4231,1,0,0,0,71,1,1,1,1,1,1,0,1,0,912,5703,0,1,0,0,0,0,1,1,0,0,0
2642,0,0,1,0,47,1,0,0,0,1,0,0,1,1,1001,4923,1,0,1,0,1,0,0,0,0,1,0
3265,1,0,1,1,29,1,0,0,0,0,0,0,0,1,730,3692,1,0,1,0,1,0,0,0,0,1,0
6415,0,0,1,0,58,0,0,1,1,0,0,1,0,1,312,4080,0,1,0,0,0,1,0,0,0,1,0
3796,0,0,0,0,15,1,1,0,0,0,0,0,0,1,358,1937,1,1,0,0,1,0,0,0,0,1,0
6917,0,0,1,0,72,1,1,1,1,0,0,0,0,1,976,5861,0,0,1,0,0,0,1,1,0,0,0
3194,0,1,1,0,43,0,0,0,1,1,0,1,1,0,470,3950,1,1,0,0,1,0,0,0,1,0,0
99,0,1,1,0,25,1,0,0,1,1,0,1,1,1,1252,4067,1,0,1,0,1,0,0,0,0,1,0
5087,0,0,1,0,2,1,0,0,0,0,0,0,0,0,36,121,0,0,0,1,1,0,0,0,0,0,1
744,0,0,0,0,5,1,0,0,0,0,0,0,0,1,286,852,0,1,0,0,1,0,0,0,1,0,0
6513,1,0,1,1,15,1,1,0,0,1,1,0,0,1,536,2263,0,1,0,0,1,0,0,1,0,0,0
480,1,0,1,1,11,1,0,0,0,0,0,0,0,0,22,924,0,0,0,1,0,0,1,0,0,0,1
4650,0,0,1,1,37,1,1,0,0,0,0,0,0,0,120,2324,0,0,0,1,1,0,0,0,0,0,1
